Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2020-02-03,2012,2009,https://boxd.it/YoPJ5,3,Yes,"w/ myself, @ home, prime",2020-02-03
2020-02-03,Hancock,2008,https://boxd.it/YoSJR,2,,"w/ myself, @ home, netflix",2020-02-03
2020-02-04,Mission: Impossible - Fallout,2018,https://boxd.it/YtEDP,4.5,Yes,"w/ myself, @ home, prime",2020-02-04
2020-02-05,Zombieland: Double Tap,2019,https://boxd.it/Yy4ct,3,,"w/ myself, @ home, sparrow",2020-02-05
2020-02-07,Spider-Man: Far From Home,2019,https://boxd.it/YHKqb,3.5,Yes,"w/ myself, @ school, sparrow",2020-02-07
2020-02-08,Aquaman,2018,https://boxd.it/YKtEV,3.5,,"w/ myself, @ home, sparrow",2020-02-07
2020-02-08,Dora and the Lost City of Gold,2019,https://boxd.it/YLyAh,2.5,,"w/ myself, @ home, sparrow",2020-02-07
2020-02-10,Ghostbusters,2016,https://boxd.it/YWJJV,2.5,,"w/ myself, @ home, sparrow",2020-02-09
2020-02-10,Room,2015,https://boxd.it/YWMaf,3.5,,"w/ myself, @ home, netflix",2020-02-09
2020-02-10,Now You See Me,2013,https://boxd.it/YZngj,3,,"w/ myself, @ home, sparrow",2020-02-09
2020-02-10,Now You See Me 2,2016,https://boxd.it/Z0rIX,3,,"w/ myself, @ home, sparrow",2020-02-10
2020-02-11,Sweet Girl,2021,https://boxd.it/Z3AxZ,,,,2020-02-10
2020-02-11,Honey Boy,2019,https://boxd.it/Z3wvb,3.5,,"w/ myself, @ school, prime",2020-02-11
2020-02-12,Yes Man,2008,https://boxd.it/Za2Oh,3,,"w/ myself, @ home, netflix",2020-02-12
2020-02-13,Sicario,2015,https://boxd.it/ZfMSz,3.5,,"w/ myself, @ home, sparrow",2020-02-13
2020-02-15,Sonic the Hedgehog,2020,https://boxd.it/Zporp,1.5,,"w/ ian, w/ wesley, @ theatre",2020-02-15
2020-02-17,The Naked Gun: From the Files of Police Squad!,1988,https://boxd.it/ZDSKp,4,,"w/ michael, @ michael's, netflix",2020-02-17
2020-02-18,Timmy Failure: Mistakes Were Made,2020,https://boxd.it/ZHfN3,3,,"w/ myself, @ home, disney+",2020-02-17
2020-02-19,Toy Story 4,2019,https://boxd.it/ZN4Dj,3.5,,"w/ myself, @ home, disney+",2020-02-19
2020-02-23,Paranormal Activity,2007,https://boxd.it/109LlV,4,,"w/ myself, @ home, netflix",2020-02-23
2020-02-24,"As Above, So Below",2014,https://boxd.it/10fMcn,4,,"w/ myself, @ home, netflix",2020-02-23
2020-02-24,The Naked Gun 2½: The Smell of Fear,1991,https://boxd.it/10cuDf,2.5,,"w/ myself, @ home, netflix",2020-02-24
2020-02-24,Airplane!,1980,https://boxd.it/10etfF,3,,"w/ myself, @ home, sparrow",2020-02-24
2020-02-24,The Karate Kid,1984,https://boxd.it/10fjKl,3.5,Yes,"w/ myself, @ home, sparrow",2020-02-24
2020-02-26,Men in Black 3,2012,https://boxd.it/10n5H9,3.5,,"w/ myself, @ school, sparrow",2020-02-26
2020-03-03,Jaws,1975,https://boxd.it/10TEwJ,4,,"w/ myself, @ home, prime",2020-03-03
2020-03-04,The World's End,2013,https://boxd.it/10VC3f,4,,"w/ myself, @ home, @ school, sparrow",2020-03-04
2020-03-04,Kim Possible,2019,https://boxd.it/10X09N,1.5,,"w/ maris, @ home, disney+",2020-03-04
2020-03-08,Hot Fuzz,2007,https://boxd.it/11dNwN,4,Yes,"w/ myself, @ home, sparrow",2020-03-08
2020-03-09,Super,2010,https://boxd.it/11j54R,3,,"w/ myself, @ home, sparrow",2020-03-09
2020-03-12,The Hitchhiker's Guide to the Galaxy,2005,https://boxd.it/11vIzt,4,,"w/ myself, @ school, sparrow",2020-03-12
2020-03-13,Onward,2020,https://boxd.it/11zxH5,3.5,,"w/ ian, @ theatre",2020-03-12
2020-03-17,Monsters vs Aliens,2009,https://boxd.it/11We11,4,,"w/ myself, @ home, sparrow",2020-03-17
2020-03-18,The Shawshank Redemption,1994,https://boxd.it/122Cr5,4,,"w/ myself, @ home, sparrow",2020-03-17
2020-03-18,"Love, Simon",2018,https://boxd.it/120w4b,3.5,Yes,"w/ myself, @ home, sparrow",2020-03-18
2020-03-18,Fantastic Mr. Fox,2009,https://boxd.it/120wyP,4,,"w/ myself, @ home, disney+",2020-03-18
2020-03-18,Spies in Disguise,2019,https://boxd.it/120x97,3.5,,"w/ myself, @ home, sparrow",2020-03-18
2020-03-18,The Grand Budapest Hotel,2014,https://boxd.it/121je5,4,,"w/ myself, @ home, sparrow",2020-03-18
2020-03-18,The Florida Project,2017,https://boxd.it/123pMh,4,,"w/ myself, @ home, netflix",2020-03-18
2020-03-19,Penguins of Madagascar,2014,https://boxd.it/126ATT,2,Yes,"w/ myself, @ home, sparrow",2020-03-19
2020-03-19,X-Men: First Class,2011,https://boxd.it/127dA7,3.5,Yes,"w/ myself, @ home, sparrow",2020-03-19
2020-03-19,X-Men: Days of Future Past,2014,https://boxd.it/128hfJ,4,Yes,"w/ myself, @ home, sparrow",2020-03-19
2020-03-19,X-Men: Apocalypse,2016,https://boxd.it/129jqV,3,Yes,"w/ myself, @ home, sparrow",2020-03-19
2020-03-20,Dark Phoenix,2019,https://boxd.it/12cLMV,2,,"w/ myself, @ home, sparrow",2020-03-20
2020-03-20,X-Men,2000,https://boxd.it/12eTUd,3,,"w/ myself, @ home, sparrow",2020-03-20
2020-03-21,Big Time Adolescence,2019,https://boxd.it/12jRyJ,3.5,,"w/ myself, @ home, sparrow",2020-03-21
2020-03-22,Nocturnal Animals,2016,https://boxd.it/12oEBv,4,,"w/ myself, @ home, sparrow",2020-03-22
2020-03-22,Velvet Buzzsaw,2019,https://boxd.it/12rBKl,2.5,,"w/ myself, @ home, netflix",2020-03-22
2020-03-23,X2,2003,https://boxd.it/12xNaV,3.5,,"w/ myself, @ home, sparrow",2020-03-23
2020-03-23,X-Men: The Last Stand,2006,https://boxd.it/12yvUj,2.5,,"w/ myself, @ home, sparrow",2020-03-23
2020-03-23,X-Men Origins: Wolverine,2009,https://boxd.it/12zsq3,2,Yes,"w/ myself, @ home, sparrow",2020-03-23
2020-03-24,The Wolverine,2013,https://boxd.it/12Ghbl,3,Yes,"w/ myself, @ home, sparrow",2020-03-24
2020-03-24,Logan,2017,https://boxd.it/12Hwpz,3.5,,"w/ myself, @ home, sparrow",2020-03-24
2020-03-25,Bloodshot,2020,https://boxd.it/12LCat,0.5,,"w/ myself, @ home, sparrow",2020-03-25
2020-03-25,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,https://boxd.it/12MaMV,3.5,,"w/ myself, @ home, sparrow",2020-03-25
2020-03-25,The Invisible Man,2020,https://boxd.it/12MVml,3.5,,"w/ myself, @ home, sparrow",2020-03-25
2020-03-28,The Hangover,2009,https://boxd.it/133SJv,3,,"w/ myself, @ home, sparrow",2020-03-28
2020-03-29,Quantum of Solace,2008,https://boxd.it/13bGCD,2,,"w/dad, w/mom, @ home, prime",2020-03-29
2020-03-31,The Hangover Part II,2011,https://boxd.it/13sISd,2.5,,"w/ myself, @ home, sparrow",2020-03-29
2020-03-31,The Hangover Part III,2013,https://boxd.it/13sSul,3,,"w/ myself, @ home, sparrow",2020-03-31
2020-04-01,Upgrade,2018,https://boxd.it/13zP1T,3.5,,"w/ myself, @ home, sparrow",2020-04-01
2020-04-01,The Disaster Artist,2017,https://boxd.it/13B2EV,4,,"w/ myself, @ home, sparrow",2020-04-01
2020-04-02,The Cabin in the Woods,2011,https://boxd.it/13K5P1,4,,"w/ myself, @ home, prime",2020-04-01
2020-04-03,Due Date,2010,https://boxd.it/13P9nb,2.5,,"w/ myself, @ home, sparrow",2020-04-03
2020-04-03,Oblivion,2013,https://boxd.it/13STGz,2.5,,"w/ myself, @ home, sparrow",2020-04-03
2020-04-04,Impractical Jokers: The Movie,2020,https://boxd.it/13Vf4r,3,,"w/ myself, @ home, sparrow",2020-04-04
2020-04-04,Iron Man,2008,https://boxd.it/13XR8Z,4,Yes,"w/ myself, @ home, disney+",2020-04-04
2020-04-05,The Incredible Hulk,2008,https://boxd.it/143CAV,3,Yes,"w/ myself, @ home, sparrow",2020-04-05
2020-04-05,Iron Man 2,2010,https://boxd.it/149IbJ,3.5,Yes,"w/ myself, @ home, disney+",2020-04-05
2020-04-10,Thor,2011,https://boxd.it/14G3QR,3,Yes,"w/ myself, @ home, disney+",2020-04-09
2020-04-10,The Avengers,2012,https://boxd.it/14HIth,4.5,Yes,"w/ myself, @ home, disney+",2020-04-10
2020-04-11,Iron Man 3,2013,https://boxd.it/14MmlP,3.5,Yes,"w/ myself, @ home, disney+",2020-04-11
2020-04-11,Thor: The Dark World,2013,https://boxd.it/14SFjF,3,Yes,"w/ myself, @ home, disney+",2020-04-11
2020-04-12,Captain America: The Winter Soldier,2014,https://boxd.it/14XEM7,4,Yes,"w/ myself, @ home, disney+",2020-04-12
2020-04-13,Guardians of the Galaxy,2014,https://boxd.it/15a61R,4,Yes,"w/ myself, @ home, disney+",2020-04-13
2020-04-14,Guardians of the Galaxy Vol. 2,2017,https://boxd.it/15fNBD,3.5,Yes,"w/ myself, @ home, disney+",2020-04-14
2020-04-14,Ant-Man,2015,https://boxd.it/15iVwH,4,Yes,"w/ myself, @ home, disney+",2020-04-14
2020-04-16,Avengers: Age of Ultron,2015,https://boxd.it/15vP0V,4,Yes,"w/ myself, @ home, disney+",2020-04-16
2020-04-18,Captain America: Civil War,2016,https://boxd.it/15LUYj,4,Yes,"w/ myself, @ home, disney+",2020-04-18
2020-04-21,Spider-Man: Homecoming,2017,https://boxd.it/16aUYj,4,Yes,"w/ myself, @ home, sparrow",2020-04-21
2020-04-22,Black Panther,2018,https://boxd.it/16h6of,3,Yes,"w/ myself, @ home, disney+",2020-04-22
2020-04-23,Doctor Strange,2016,https://boxd.it/16lKXn,4,Yes,"w/ myself, @ home, disney+",2020-04-23
2020-04-23,Ant-Man and the Wasp,2018,https://boxd.it/16nimx,3.5,Yes,"w/ myself, @ home, netflix",2020-04-23
2020-04-23,Despicable Me,2010,https://boxd.it/16oVPl,2.5,Yes,"w/dad, w/mom, w/rigg, w/ maris, @ home, netflix",2020-04-23
2020-04-25,Thor: Ragnarok,2017,https://boxd.it/16CPYp,3.5,Yes,"w/ myself, @ home, disney+",2020-04-25
2020-04-26,Avengers: Infinity War,2018,https://boxd.it/16JVnt,4.5,Yes,"w/ myself, @ home, disney+",2020-04-26
2020-04-26,Avengers: Endgame,2019,https://boxd.it/16LueN,4,Yes,"@ home, disney+, w/dad",2020-04-26
2020-04-29,Django Unchained,2012,https://boxd.it/178XrR,3.5,,"w/ myself, @ home, netflix",2020-04-29
2020-04-30,Uncut Gems,2019,https://boxd.it/17g4tp,4,,"w/ myself, @ home, netflix",2020-04-30
2020-05-03,Jarhead,2005,https://boxd.it/17z9NR,4,,"w/ myself, @ home, netflix",2020-05-03
2020-05-04,Minority Report,2002,https://boxd.it/17NdL9,3,,"w/ myself, @ home, netflix",2020-05-04
2020-05-04,Back to the Future,1985,https://boxd.it/17NY1H,4.5,Yes,"w/ myself, @ home, netflix",2020-05-04
2020-05-05,Back to the Future Part II,1989,https://boxd.it/17QLKZ,4,Yes,"w/ myself, @ home, netflix",2020-05-05
2020-05-05,Back to the Future Part III,1990,https://boxd.it/17UvyB,4,Yes,"w/ myself, @ home, netflix",2020-05-05
2020-05-09,Extraction,2020,https://boxd.it/18kLJx,2,,"w/ myself, @ home, netflix",2020-05-09
2020-05-12,Wildlife,2018,https://boxd.it/18IO7z,3.5,,"w/ myself, @ home, sparrow",2020-05-12
