Date,Name,Year,Letterboxd URI,Rating
2020-10-21,The Killing of a Sacred Deer,2017,https://boxd.it/dZ5G,3.5
2020-10-21,Fight Club,1999,https://boxd.it/2a9q,3.5
2020-10-22,Sharknado 4: The 4th Awakens,2016,https://boxd.it/dF4e,2
2020-10-22,Sharknado 5: Global Swarming,2017,https://boxd.it/fB4S,1.5
2020-10-22,Sharknado 3: Oh Hell No!,2015,https://boxd.it/aRYM,2
2020-10-22,The Last Sharknado: It's About Time,2018,https://boxd.it/j1gQ,0.5
2020-10-23,Borat Subsequent Moviefilm,2020,https://boxd.it/rNS0,3
2020-10-26,Demolition,2015,https://boxd.it/9GuY,2
2020-10-27,Scooby-Doo! & Batman: The Brave and the Bold,2018,https://boxd.it/hrkq,3
2020-10-28,"Yes, God, Yes",2019,https://boxd.it/jaGS,3
2020-10-28,Paddington,2014,https://boxd.it/3RKw,4
2020-10-28,The Prestige,2006,https://boxd.it/293w,3.5
2020-11-05,Liar Liar,1997,https://boxd.it/28sg,3.5
2020-11-05,Inglourious Basterds,2009,https://boxd.it/1JzG,3.5
2020-11-08,The Double,2013,https://boxd.it/4DLW,4
2020-11-11,Ocean's Eleven,2001,https://boxd.it/2aZm,4
2020-11-12,Easy A,2010,https://boxd.it/17DK,2.5
2020-11-12,Snowden,2016,https://boxd.it/9CWO,3
2020-11-12,The Village,2004,https://boxd.it/21iS,3
2020-11-12,Under the Silver Lake,2018,https://boxd.it/dSAs,3.5
2020-11-13,The Impossible,2012,https://boxd.it/2N9k,2.5
2020-11-16,The Happening,2008,https://boxd.it/200o,1
2020-11-16,The Host,2006,https://boxd.it/28ZY,3
2020-11-18,Donnie Darko,2001,https://boxd.it/2b2A,3.5
2020-11-18,John Mulaney: The Comeback Kid,2015,https://boxd.it/cK4w,4
2020-11-18,Freaky Friday,2003,https://boxd.it/1WwK,3.5
2020-11-19,Freaky,2020,https://boxd.it/ka42,3
2020-11-20,#Alive,2020,https://boxd.it/mJl2,3.5
2020-11-21,Black Mirror: White Christmas,2014,https://boxd.it/udfW,4
2020-11-21,Ocean's Twelve,2004,https://boxd.it/2aZ2,3.5
2020-11-22,Ocean's Eight,2018,https://boxd.it/eaai,3.5
2020-11-22,Run,2020,https://boxd.it/jVM4,3.5
2020-11-22,Cloudy with a Chance of Meatballs 2,2013,https://boxd.it/3GMw,1.5
2020-11-23,The New Mutants,2020,https://boxd.it/bjle,2.5
2020-11-23,The Lego Star Wars Holiday Special,2020,https://boxd.it/rtpC,3
2020-11-24,Ocean's Thirteen,2007,https://boxd.it/2aEy,4
2020-11-24,Money Monster,2016,https://boxd.it/9GCS,3.5
2020-11-25,This Is Where I Leave You,2014,https://boxd.it/73kQ,3
2020-11-25,Horrible Bosses,2011,https://boxd.it/Ba2,2.5
2020-12-02,The Bourne Identity,2002,https://boxd.it/26EO,3
2020-12-03,The Bourne Supremacy,2004,https://boxd.it/26EE,3
2020-12-04,The House That Jack Built,2018,https://boxd.it/dWO4,3.5
2020-12-05,The Bourne Ultimatum,2007,https://boxd.it/26Eu,3
2020-12-06,The Bourne Legacy,2012,https://boxd.it/H16,3
2020-12-07,Happiest Season,2020,https://boxd.it/iS3I,3.5
2020-12-08,Hell or High Water,2016,https://boxd.it/bfGM,3.5
2020-12-09,The Fast and the Furious,2001,https://boxd.it/1XMu,3.5
2020-12-10,Saving Christmas,2014,https://boxd.it/9mMS,0.5
2020-12-12,The Santa Clause,1994,https://boxd.it/1TWK,2
2020-12-12,The Polar Express,2004,https://boxd.it/23am,3.5
2020-12-14,Shithouse,2020,https://boxd.it/nCFc,4
2020-12-15,A Christmas Story,1983,https://boxd.it/29sw,4
2020-12-18,Star Wars: Episode I - The Phantom Menace,1999,https://boxd.it/27Vc,2.5
2020-12-25,National Lampoon's Christmas Vacation,1989,https://boxd.it/22wQ,3.5
2020-12-26,Home Alone 2: Lost in New York,1992,https://boxd.it/29F6,3.5
2020-12-30,Wonder Woman,2017,https://boxd.it/9roG,2
2020-12-30,Wonder Woman 1984,2020,https://boxd.it/gBtA,2
2020-12-30,Soul,2020,https://boxd.it/ioLA,3.5
2020-12-31,We Can Be Heroes,2020,https://boxd.it/mLc2,1.5
2021-01-05,Greenland,2020,https://boxd.it/j1Um,3
2021-01-06,30 Minutes or Less,2011,https://boxd.it/bRa,3
2021-01-13,Brightburn,2019,https://boxd.it/jk58,1
2021-01-13,Hunt for the Wilderpeople,2016,https://boxd.it/cTgG,4
2021-01-14,Between Two Ferns: The Movie,2019,https://boxd.it/lw9g,3
2021-01-23,Memento,2000,https://boxd.it/2bcK,4
2021-01-24,The Godfather,1972,https://boxd.it/2aNK,4.5
2021-01-27,El Camino: A Breaking Bad Movie,2019,https://boxd.it/kv0q,4
2021-01-29,Godzilla,2014,https://boxd.it/47OE,3.5
2021-01-30,Apocalypse Now,1979,https://boxd.it/6ZS,3.5
2021-02-03,His House,2020,https://boxd.it/l8Qq,3.5
2021-02-03,The Edge of Seventeen,2016,https://boxd.it/d5nu,3
2021-02-03,Star Wars: The Rise of Skywalker,2019,https://boxd.it/5xlK,3
2021-02-03,Avengers: Endgame,2019,https://boxd.it/9vE4,4
2021-02-03,Comedy Central Roast of Alec Baldwin,2019,https://boxd.it/nlw8,1.5
2021-02-03,Airplane!,1980,https://boxd.it/29yu,3
2021-02-03,Ferris Bueller's Day Off,1986,https://boxd.it/1YPY,4
2021-02-03,Eighth Grade,2018,https://boxd.it/hDMG,3.5
2021-02-03,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,2019,https://boxd.it/mihs,0.5
2021-02-03,Don't Hug Me I'm Scared 2,2014,https://boxd.it/7wdu,4
2021-02-03,Don't Hug Me I'm Scared,2011,https://boxd.it/4afW,3
2021-02-03,Don't Hug Me I'm Scared 4,2015,https://boxd.it/b094,3.5
2021-02-03,Don't Hug Me I'm Scared 5,2015,https://boxd.it/cKU8,3.5
2021-02-03,Don't Hug Me I'm Scared 6,2016,https://boxd.it/e9Ne,3.5
2021-02-03,Furious 7,2015,https://boxd.it/5cVs,3
2021-02-03,Black Mirror: Shut Up and Dance,2016,https://boxd.it/hRRq,4
2021-02-03,Date Night,2010,https://boxd.it/2l5a,2.5
2021-02-03,American Animals,2018,https://boxd.it/hE4K,4
2021-02-05,Bee Movie,2007,https://boxd.it/22Vw,2
2021-02-08,Promising Young Woman,2020,https://boxd.it/loRE,3
2021-02-09,Kajillionaire,2020,https://boxd.it/jJDY,3
2021-02-11,Going in Style,2017,https://boxd.it/bSKS,3
2021-02-12,Searching,2018,https://boxd.it/hDPg,4
2021-02-12,Superbad,2007,https://boxd.it/20hO,3.5
2021-02-12,Booksmart,2019,https://boxd.it/igNS,3.5
2021-02-14,Inside Man,2006,https://boxd.it/2auS,3.5
2021-02-14,Coherence,2013,https://boxd.it/6xza,4
2021-02-15,Bo Burnham: Make Happy,2016,https://boxd.it/e436,4
2021-02-15,Bo Burnham: What.,2013,https://boxd.it/7au4,3.5
2021-02-16,War Dogs,2016,https://boxd.it/9SlO,3.5
2021-02-16,Bottle Rocket,1996,https://boxd.it/1PDa,3.5
2021-02-17,Straight Up,2019,https://boxd.it/mhGQ,4.5
2021-02-18,The Croods: A New Age,2020,https://boxd.it/jeHK,3
2021-02-18,The Prom,2020,https://boxd.it/mAyG,2.5
2021-02-22,Nomadland,2020,https://boxd.it/lnRy,4
2021-02-23,One Night in Miami...,2020,https://boxd.it/oCUo,3
2021-02-24,The Trial of the Chicago 7,2020,https://boxd.it/kn3w,3.5
2021-02-24,No Country for Old Men,2007,https://boxd.it/21ew,4
2021-02-25,Mank,2020,https://boxd.it/mIuC,3
2021-02-25,I Care a Lot,2020,https://boxd.it/mcHk,3.5
2021-02-26,Call Me by Your Name,2017,https://boxd.it/dYmm,3.5
2021-03-03,Minutes,2017,https://boxd.it/jMMO,3
2021-03-04,Gone Girl,2014,https://boxd.it/6hQu,3.5
2021-03-05,Speed Racer,2008,https://boxd.it/20UQ,4
2021-03-06,WandaVision,2021,https://boxd.it/sbGW,3
2021-03-08,Memories of Murder,2003,https://boxd.it/1TSo,4
2021-03-10,There Will Be Blood,2007,https://boxd.it/20Z2,4
2021-03-11,A Clockwork Orange,1971,https://boxd.it/2aVE,3.5
2021-03-11,Don't Hug Me I'm Scared 3,2014,https://boxd.it/9ytS,4
2021-03-12,2001: A Space Odyssey,1968,https://boxd.it/2bf0,4
2021-03-18,Man of Steel,2013,https://boxd.it/FRk,3.5
2021-03-19,Batman v Superman: Dawn of Justice,2016,https://boxd.it/6fBW,3
2021-03-21,Zack Snyder's Justice League,2021,https://boxd.it/tLOk,3
2021-03-21,Raya and the Last Dragon,2021,https://boxd.it/jbkI,2
2021-03-22,The Emperor's New Groove,2000,https://boxd.it/1Tey,3.5
2021-03-23,"Crazy, Stupid, Love.",2011,https://boxd.it/D9A,3.5
2021-03-24,Cherry,2021,https://boxd.it/jRhm,3
2021-03-29,Bad Trip,2021,https://boxd.it/lgRG,3
2021-04-01,The Father,2020,https://boxd.it/m8Ie,4
2021-04-02,Jim Gaffigan: Quality Time,2019,https://boxd.it/mXXu,3
2021-04-03,Godzilla vs. Kong,2021,https://boxd.it/e0qK,2
2021-04-04,Paths of Glory,1957,https://boxd.it/29b6,4
2021-04-06,Chaos Walking,2021,https://boxd.it/ey2M,2
2021-04-06,Horton Hears a Who!,2008,https://boxd.it/1SfA,2
2021-04-09,End of Watch,2012,https://boxd.it/2F5O,3.5
2021-04-10,Event Horizon,1997,https://boxd.it/20d8,3
2021-04-12,Thunder Force,2021,https://boxd.it/mLsE,2
2021-04-17,Captain America: The First Avenger,2011,https://boxd.it/28b0,4
2021-04-17,The Avengers,2012,https://boxd.it/1xFW,3.5
2021-04-22,Grown Ups,2010,https://boxd.it/169a,0.5
2021-04-22,Avengers: Age of Ultron,2015,https://boxd.it/3qi6,3
2021-04-24,The Falcon and the Winter Soldier,2021,https://boxd.it/sbH6,3
2021-04-25,Mortal Kombat,2021,https://boxd.it/gswA,2
2021-04-26,Stowaway,2021,https://boxd.it/ktMM,2
2021-04-28,School of Rock,2003,https://boxd.it/28xK,3.5
2021-04-29,Black Panther,2018,https://boxd.it/8MHs,3.5
2021-04-29,John Wick: Chapter 2,2017,https://boxd.it/ayGu,3.5
2021-04-29,Kong: Skull Island,2017,https://boxd.it/9ewM,3
2021-05-02,John Wick: Chapter 3 - Parabellum,2019,https://boxd.it/gmFw,3
2021-05-02,The Mitchells vs. The Machines,2021,https://boxd.it/i7xm,3
2021-05-04,The Art of Self-Defense,2019,https://boxd.it/hf5y,3.5
2021-05-04,Toy Story 4,2019,https://boxd.it/9ALu,3.5
2021-05-05,Moonrise Kingdom,2012,https://boxd.it/2Wng,3.5
2021-05-06,The Conjuring,2013,https://boxd.it/4sr2,3.5
2021-05-07,The Conjuring 2,2016,https://boxd.it/7GJg,3
2021-05-08,Sorry to Bother You,2018,https://boxd.it/f21E,3.5
2021-05-08,Insidious,2010,https://boxd.it/H4k,2
2021-05-14,Ingrid Goes West,2017,https://boxd.it/evUQ,3.5
2021-05-14,Logan Lucky,2017,https://boxd.it/dZrs,3.5
2021-05-23,Army of the Dead,2021,https://boxd.it/ic7S,2
2021-05-27,Believe It,2021,https://boxd.it/vqNa,5
2021-05-28,God's Not Dead,2014,https://boxd.it/7jAg,1.5
2021-06-09,The Conjuring: The Devil Made Me Do It,2021,https://boxd.it/eXZY,3
2021-06-10,Matilda,1996,https://boxd.it/1VhY,3
2021-06-10,The Incredibles,2004,https://boxd.it/1XLm,5
2021-06-27,Bruce Almighty,2003,https://boxd.it/2aCC,2.5
2021-06-30,Neighbors,2014,https://boxd.it/5Txe,1.5
2021-06-30,Dumb and Dumber To,2014,https://boxd.it/3qPk,0.5
2021-07-02,Bo Burnham: Inside,2021,https://boxd.it/v2uy,5
2021-07-03,Night at the Museum: Battle of the Smithsonian,2009,https://boxd.it/1H7U,2
2021-07-03,Nightcrawler,2014,https://boxd.it/780m,4
2021-07-07,F9,2021,https://boxd.it/dqsU,2.5
2021-07-08,Whiplash,2014,https://boxd.it/7bQA,5
2021-07-09,Luca,2021,https://boxd.it/ipjC,3.5
2021-07-10,"Hail, Caesar!",2016,https://boxd.it/881G,3.5
2021-07-11,The Big Lebowski,1998,https://boxd.it/2b6C,4
2021-07-12,The Tomorrow War,2021,https://boxd.it/lE78,2
2021-07-15,Loki,2021,https://boxd.it/sbHg,3.5
2021-07-15,Black Widow,2021,https://boxd.it/hWV8,3
2021-07-15,The Men Who Stare at Goats,2009,https://boxd.it/1Wza,3.5
2021-07-22,Captain Underpants: The First Epic Movie,2017,https://boxd.it/8312,2.5
2021-07-27,Space Jam: A New Legacy,2021,https://boxd.it/dd9A,1.5
2021-07-27,"O Brother, Where Art Thou?",2000,https://boxd.it/2b3I,3.5
2021-07-28,Children of Men,2006,https://boxd.it/1Y2i,4.5
2021-07-29,Birdman or (The Unexpected Virtue of Ignorance),2014,https://boxd.it/5RFA,4
2021-07-30,Cruella,2021,https://boxd.it/bbKg,3.5
2021-08-01,Avengers: Infinity War,2018,https://boxd.it/9vEe,4
2021-08-01,Gunpowder Milkshake,2021,https://boxd.it/l5fQ,2.5
2021-08-04,Election,1999,https://boxd.it/1YEc,5
2021-08-04,Baby Driver,2017,https://boxd.it/bhF2,5
2021-08-06,The Matrix,1999,https://boxd.it/2a1m,4
2021-08-08,The Suicide Squad,2021,https://boxd.it/fw6O,3.5
2021-08-13,Over the Hedge,2006,https://boxd.it/20QY,3
2021-08-15,Looper,2012,https://boxd.it/ham,3.5
2021-08-16,What We Do in the Shadows,2014,https://boxd.it/7eQy,3.5
2021-08-19,The Lego Movie,2014,https://boxd.it/4pDO,4.5
2021-08-20,Alien,1979,https://boxd.it/2awY,4
2021-08-20,Monsters vs Aliens,2009,https://boxd.it/1M50,3.5
2021-08-26,Sweet Girl,2021,https://boxd.it/mUwK,1.5
2021-08-27,Hugo,2011,https://boxd.it/R08,3.5
2021-08-29,Prisoners,2013,https://boxd.it/4E5i,5
2021-08-29,Nocturnal Animals,2016,https://boxd.it/bkFu,4
2021-09-03,"Sherlock, Jr.",1924,https://boxd.it/298m,3.5
2021-09-04,Free Guy,2021,https://boxd.it/k8dm,3
2021-09-05,Lars and the Real Girl,2007,https://boxd.it/21tG,3.5
2021-09-06,Candyman,2021,https://boxd.it/kHFg,3.5
2021-09-09,The General,1926,https://boxd.it/29co,4
2021-09-09,Identity Thief,2013,https://boxd.it/3GOW,1.5
2021-09-09,Dug Days,2021,https://boxd.it/wMAE,3.5
2021-09-14,Malignant,2021,https://boxd.it/mViE,3.5
2021-09-18,The Searchers,1956,https://boxd.it/25HC,3
2021-09-24,Psycho,1960,https://boxd.it/2ab2,4
2021-09-25,The Guilty,2018,https://boxd.it/hw9i,4
2021-09-27,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/kLDI,3.5
2021-09-28,Pig,2021,https://boxd.it/nzoW,3.5
2021-10-01,The Cabinet of Dr. Caligari,1920,https://boxd.it/2aOo,4
2021-10-02,The Guilty,2021,https://boxd.it/kOPW,3
2021-10-08,Squid Game,2021,https://boxd.it/x1OG,4
2021-10-08,Do the Right Thing,1989,https://boxd.it/29gA,4
2021-10-11,Over the Garden Wall,2014,https://boxd.it/eqFw,4
2021-10-15,In the Mood for Love,2000,https://boxd.it/29tE,4
2021-10-18,BlacKkKlansman,2018,https://boxd.it/hxL8,4.5
2021-10-18,Zodiac,2007,https://boxd.it/27MO,4
2021-10-19,Casino Royale,2006,https://boxd.it/1alk,3.5
2021-10-20,Burn After Reading,2008,https://boxd.it/23BW,4
2021-10-20,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/29QS,3.5
2021-10-21,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/29QI,3
2021-10-21,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/29Qy,3.5
2021-10-22,Quantum of Solace,2008,https://boxd.it/1Vs8,3
2021-10-22,Skyfall,2012,https://boxd.it/17Fc,4.5
2021-10-22,Spectre,2015,https://boxd.it/6bXY,2.5
2021-10-23,Dune,2021,https://boxd.it/fA7G,3
2021-10-24,LEGO Star Wars Terrifying Tales,2021,https://boxd.it/woeY,2
2021-10-25,No Time to Die,2021,https://boxd.it/cPX2,3.5
2021-10-27,Harry Potter and the Goblet of Fire,2005,https://boxd.it/29Qo,3
2021-11-01,Halloween,1978,https://boxd.it/2wRu,4
2021-11-01,Halloween,2018,https://boxd.it/f0uE,3.5
2021-11-01,Halloween Kills,2021,https://boxd.it/mxzG,1
2021-11-03,Harry Potter and the Half-Blood Prince,2009,https://boxd.it/29FU,4
2021-11-03,Harry Potter and the Order of the Phoenix,2007,https://boxd.it/29Qe,3.5
2021-11-03,The Conversation,1974,https://boxd.it/2a38,4.5
2021-11-05,Citizen Kane,1941,https://boxd.it/71O,4
2021-11-06,Harry Potter and the Deathly Hallows: Part 1,2010,https://boxd.it/1RYu,3
2021-11-07,The French Dispatch,2021,https://boxd.it/jLP8,3.5
2021-11-08,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/1RYk,3.5
2021-11-11,Fantastic Beasts and Where to Find Them,2016,https://boxd.it/7FPC,3
2021-11-11,Fantastic Beasts: The Crimes of Grindelwald,2018,https://boxd.it/bg8G,3
2021-11-11,Clifford the Big Red Dog,2021,https://boxd.it/lwEo,2
2021-11-12,Night and Fog,1956,https://boxd.it/29A6,4.5
2021-11-13,The Thin Blue Line,1988,https://boxd.it/1OnK,3.5
2021-11-13,Raiders of the Lost Ark,1981,https://boxd.it/2bbs,4.5
2021-11-14,Indiana Jones and the Last Crusade,1989,https://boxd.it/2baO,4.5
2021-11-16,Falling Down,1993,https://boxd.it/194M,3
2021-11-19,Midnight in Paris,2011,https://boxd.it/i4a,4
2021-11-20,Love & Other Drugs,2010,https://boxd.it/UIi,3
2021-11-24,The Revenant,2015,https://boxd.it/8H5e,4.5
2021-11-27,It Follows,2014,https://boxd.it/87wo,4
2021-11-27,Red Notice,2021,https://boxd.it/ixtq,2.5
2021-11-29,Eternals,2021,https://boxd.it/j36o,3
2021-11-30,District 9,2009,https://boxd.it/1Iik,2.5
2021-11-30,A Modern Farewell,2020,https://boxd.it/q8sS,4
2021-11-30,Psych 3: This Is Gus,2021,https://boxd.it/vgAK,3.5
2021-12-01,Venom: Let There Be Carnage,2021,https://boxd.it/llco,3
2021-12-02,Carnage,2011,https://boxd.it/2peU,4
2021-12-02,Last Night in Soho,2021,https://boxd.it/lbJC,4
2021-12-03,The Wolf of Snow Hollow,2020,https://boxd.it/oeu2,3
2021-12-04,The Poughkeepsie Tapes,2007,https://boxd.it/162y,3
2021-12-04,Diary of a Wimpy Kid,2021,https://boxd.it/t7dy,3
2021-12-05,Spirited Away,2001,https://boxd.it/2b4m,4
2021-12-06,Nathan for You: Finding Frances,2017,https://boxd.it/hufy,4
2021-12-06,American Beauty,1999,https://boxd.it/71Y,4
2021-12-09,The Adventures of Tintin,2011,https://boxd.it/1Irc,4
2021-12-10,The Blair Witch Project,1999,https://boxd.it/26ua,3.5
2021-12-12,Spider-Man,1977,https://boxd.it/6FTi,2
2021-12-12,Spider-Man Strikes Back,1978,https://boxd.it/6FTs,2
2021-12-12,Spider-Man: The Dragon's Challenge,1979,https://boxd.it/6G7E,2
2021-12-12,Superhero Movie,2008,https://boxd.it/1SM0,2
2021-12-12,Venom,2018,https://boxd.it/b8wA,2.5
2021-12-12,Spider-Man,2002,https://boxd.it/2a8i,4
2021-12-12,Tower Heist,2011,https://boxd.it/iQI,2.5
2021-12-13,Spider-Man 2,2004,https://boxd.it/2a88,4
2021-12-13,Spider-Man 3,2007,https://boxd.it/2a7Y,3
2021-12-13,The Amazing Spider-Man,2012,https://boxd.it/27PI,2.5
2021-12-14,The Amazing Spider-Man 2,2014,https://boxd.it/3utM,2.5
2021-12-16,One Hour Photo,2002,https://boxd.it/1YT2,4
2021-12-16,The Humans,2021,https://boxd.it/lEQM,3.5
2021-12-18,Spider-Man: No Way Home,2021,https://boxd.it/nwRw,4
2021-12-21,My Scientology Movie,2015,https://boxd.it/cedw,3
2021-12-22,Contact,1997,https://boxd.it/29OM,3.5
2021-12-22,The Change-Up,2011,https://boxd.it/FRu,1
2021-12-23,Hawkeye,2021,https://boxd.it/xQqK,3.5
2021-12-23,Tropic Thunder,2008,https://boxd.it/20WM,3
2021-12-24,Collateral,2004,https://boxd.it/28F0,3.5
2021-12-24,Jim Gaffigan: Comedy Monster,2021,https://boxd.it/y5mI,3
2021-12-25,Don't Look Up,2021,https://boxd.it/o0Hc,2.5
2021-12-25,"As Above, So Below",2014,https://boxd.it/7yui,3
2021-12-26,The Matrix Reloaded,2003,https://boxd.it/2a1c,3.5
2021-12-26,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/azpY,5
2021-12-26,Home Sweet Home Alone,2021,https://boxd.it/om1C,2
2021-12-26,Home Alone,1990,https://boxd.it/29Fg,5
2021-12-30,Madagascar 3: Europe's Most Wanted,2012,https://boxd.it/2NF6,2
2022-01-06,The Master,2012,https://boxd.it/2cBG,4
2022-01-11,Sing 2,2021,https://boxd.it/fAnE,2
2022-01-12,Chronicle,2012,https://boxd.it/2Emk,3.5
2022-01-12,Super Size Me 2: Holy Chicken!,2017,https://boxd.it/gO0w,4
2022-01-13,Deepwater Horizon,2016,https://boxd.it/9oiU,3
2022-01-13,10 Cloverfield Lane,2016,https://boxd.it/aZiu,3.5
2022-01-13,Jackass Number Two,2006,https://boxd.it/1SyM,2.5
2022-01-14,The Matrix Revolutions,2003,https://boxd.it/2a12,3
2022-01-14,The Matrix Resurrections,2021,https://boxd.it/n87k,3
2022-01-15,Hotel Transylvania: Transformania,2022,https://boxd.it/lwCC,2
2022-01-16,Harry Potter 20th Anniversary: Return to Hogwarts,2022,https://boxd.it/xXJk,4
2022-01-16,Living in Oblivion,1995,https://boxd.it/1ZeO,4
2022-01-17,Snowpiercer,2013,https://boxd.it/3Icg,4.5
2022-01-19,The Shining,1980,https://boxd.it/29Nu,4
2022-01-20,Rise of the Planet of the Apes,2011,https://boxd.it/cS4,3.5
2022-01-21,Frozen,2010,https://boxd.it/S8M,3
2022-01-23,Dawn of the Planet of the Apes,2014,https://boxd.it/3XyQ,3.5
2022-01-24,War for the Planet of the Apes,2017,https://boxd.it/8FE2,3
2022-01-24,Tusk,2014,https://boxd.it/7eoa,3.5
2022-01-25,American Psycho,2000,https://boxd.it/28Vs,4.5
2022-01-26,Mansome,2012,https://boxd.it/3xBk,3
2022-01-27,Free Fire,2016,https://boxd.it/b2Ig,3.5
2022-01-27,Airplane Mode,2019,https://boxd.it/k5Wy,1.5
2022-01-30,Ron's Gone Wrong,2021,https://boxd.it/hlj2,3
2022-01-30,The Fallout,2021,https://boxd.it/tViI,3.5
2022-01-30,Justice League: Doom,2012,https://boxd.it/2DVe,3
2022-01-31,2025: The World Enslaved By A Virus,2021,https://boxd.it/uwqu,1
2022-02-06,The Beta Test,2021,https://boxd.it/sa0g,3.5
2022-02-07,Jackass: The Movie,2002,https://boxd.it/1Zo0,3
2022-02-09,Horrible Bosses 2,2014,https://boxd.it/6HWy,1.5
2022-02-10,Jackass 2.5,2007,https://boxd.it/1OEw,3
2022-02-11,Nobody,2021,https://boxd.it/mLqS,3.5
2022-02-11,Pushing Dead,2016,https://boxd.it/dZlu,3.5
2022-02-14,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,https://boxd.it/2agQ,1.5
2022-02-17,21 Jump Street,2012,https://boxd.it/J0,3.5
2022-02-17,WarGames,1983,https://boxd.it/29qU,3
2022-02-18,Jackass Forever,2022,https://boxd.it/opUg,4
2022-02-19,Tall Girl 2,2022,https://boxd.it/t2bi,2
2022-02-19,Loqueesha,2019,https://boxd.it/mcge,1
2022-02-19,The Ice Age Adventures of Buck Wild,2022,https://boxd.it/t7Ou,1
2022-02-20,A Quiet Place Part II,2020,https://boxd.it/iTx0,4
2022-02-23,The Mummy,1999,https://boxd.it/2a7a,3
2022-02-25,The King's Man,2021,https://boxd.it/h714,2.5
2022-02-27,The Princess Bride,1987,https://boxd.it/26EY,3.5
2022-03-01,Batman Forever,1995,https://boxd.it/2ara,2
2022-03-01,Batman & Robin,1997,https://boxd.it/2ar0,1.5
2022-03-01,Once Upon a Deadpool,2018,https://boxd.it/kOfE,2
2022-03-01,Batman,1989,https://boxd.it/2aIU,3.5
2022-03-02,Batman Returns,1992,https://boxd.it/2awa,3
2022-03-02,Ted,2012,https://boxd.it/2pgc,3
2022-03-02,Cloverfield,2008,https://boxd.it/2192,3.5
2022-03-03,"Planes, Trains and Automobiles",1987,https://boxd.it/26zE,3
2022-03-03,Solaris,1972,https://boxd.it/2a2Y,4.5
2022-03-04,Let Me In,2010,https://boxd.it/Zsa,3
2022-03-05,Batman,1966,https://boxd.it/26uO,3.5
2022-03-06,Contagion,2011,https://boxd.it/13rq,3
2022-03-06,GoodFellas,1990,https://boxd.it/29FA,4
2022-03-07,Sex Appeal,2022,https://boxd.it/ueoA,2
2022-03-08,The Big Short,2015,https://boxd.it/ajZw,2.5
2022-03-09,Stand by Me,1986,https://boxd.it/2aOe,4
2022-03-13,Primer,2004,https://boxd.it/6YA,3.5
2022-03-13,21,2008,https://boxd.it/20BO,2
2022-03-14,Turning Red,2022,https://boxd.it/ipkq,3.5
2022-03-15,The Adam Project,2022,https://boxd.it/q2Dg,3.5
2022-03-16,Fresh,2022,https://boxd.it/tCNi,4
2022-03-16,No Exit,2022,https://boxd.it/vqvK,2.5
2022-03-17,Taxi Driver,1976,https://boxd.it/2b8y,4
2022-03-17,The Evil Dead,1981,https://boxd.it/29Go,1.5
2022-03-18,R.I.P.D.,2013,https://boxd.it/FQQ,3.5
2022-03-18,G.I. Joe: The Rise of Cobra,2009,https://boxd.it/1Ndu,1
2022-03-18,Good Time,2017,https://boxd.it/fcFu,4
2022-03-21,Licorice Pizza,2021,https://boxd.it/qTKY,3
2022-03-22,Boogie Nights,1997,https://boxd.it/23um,4
2022-03-22,Cheaper by the Dozen,2022,https://boxd.it/pQeI,3
2022-03-22,The Batman,2022,https://boxd.it/eDGs,4.5
2022-03-23,Twenty Something,2021,https://boxd.it/wbzu,4
2022-03-23,The Dark Knight Rises,2012,https://boxd.it/H3m,3.5
2022-03-23,Being John Malkovich,1999,https://boxd.it/2ahu,4
2022-03-25,Punch-Drunk Love,2002,https://boxd.it/20E4,4.5
2022-03-25,Where the Wild Things Are,2009,https://boxd.it/1K0C,3
2022-03-25,Adaptation.,2002,https://boxd.it/26mA,4.5
2022-03-26,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/6YK,3.5
2022-03-26,Good Will Hunting,1997,https://boxd.it/2ahY,4
2022-03-29,Lady Bird,2017,https://boxd.it/dGNE,4.5
2022-03-30,The Town,2010,https://boxd.it/1zyS,3
2022-03-31,Blade Runner,1982,https://boxd.it/2bcA,4
2022-03-31,King of Thieves,2018,https://boxd.it/iSmK,2.5
2022-04-01,Death on the Nile,2022,https://boxd.it/ifpg,3
